,TEAM_NAME,GAME_DATE,GAME_ID,tweet_since,tweet_until
56443,Detroit Pistons,2019-11-04,21900091,2019-11-01,2019-11-03
56444,Minnesota Timberwolves,2019-11-04,21900094,2019-11-01,2019-11-03
56445,New Orleans Pelicans,2019-11-04,21900092,2019-11-01,2019-11-03
56446,Houston Rockets,2019-11-04,21900093,2019-11-01,2019-11-03
56447,Brooklyn Nets,2019-11-04,21900092,2019-11-01,2019-11-03
56448,Portland Trail Blazers,2019-11-04,21900096,2019-11-01,2019-11-03
56449,Washington Wizards,2019-11-04,21900091,2019-11-01,2019-11-03
56450,Golden State Warriors,2019-11-04,21900096,2019-11-01,2019-11-03
56451,Memphis Grizzlies,2019-11-04,21900093,2019-11-01,2019-11-03
56452,Chicago Bulls,2019-11-03,21900085,2019-10-31,2019-11-02
56453,Cleveland Cavaliers,2019-11-03,21900089,2019-10-31,2019-11-02
56454,Miami Heat,2019-11-03,21900086,2019-10-31,2019-11-02
56455,Houston Rockets,2019-11-03,21900086,2019-10-31,2019-11-02
56456,Indiana Pacers,2019-11-03,21900085,2019-10-31,2019-11-02
56457,San Antonio Spurs,2019-11-03,21900088,2019-10-31,2019-11-02
56458,Utah Jazz,2019-11-03,21900090,2019-10-31,2019-11-02
56459,LA Clippers,2019-11-03,21900090,2019-10-31,2019-11-02
56460,New York Knicks,2019-11-03,21900087,2019-10-31,2019-11-02
56461,Dallas Mavericks,2019-11-03,21900089,2019-10-31,2019-11-02
56462,Sacramento Kings,2019-11-03,21900087,2019-10-31,2019-11-02
56463,Los Angeles Lakers,2019-11-03,21900088,2019-10-31,2019-11-02
56464,Washington Wizards,2019-11-02,21900080,2019-10-30,2019-11-01
56465,Phoenix Suns,2019-11-02,21900081,2019-10-30,2019-11-01
56466,Philadelphia 76ers,2019-11-02,21900084,2019-10-30,2019-11-01
56467,New Orleans Pelicans,2019-11-02,21900077,2019-10-30,2019-11-01
56468,Milwaukee Bucks,2019-11-02,21900082,2019-10-30,2019-11-01
56469,Oklahoma City Thunder,2019-11-02,21900077,2019-10-30,2019-11-01
56470,Charlotte Hornets,2019-11-02,21900083,2019-10-30,2019-11-01
56471,Memphis Grizzlies,2019-11-02,21900081,2019-10-30,2019-11-01
56472,Portland Trail Blazers,2019-11-02,21900084,2019-10-30,2019-11-01
56473,Golden State Warriors,2019-11-02,21900083,2019-10-30,2019-11-01
56474,Toronto Raptors,2019-11-02,21900082,2019-10-30,2019-11-01
56475,Detroit Pistons,2019-11-02,21900078,2019-10-30,2019-11-01
56476,Denver Nuggets,2019-11-02,21900079,2019-10-30,2019-11-01
56477,Minnesota Timberwolves,2019-11-02,21900080,2019-10-30,2019-11-01
56478,Brooklyn Nets,2019-11-02,21900078,2019-10-30,2019-11-01
56479,Orlando Magic,2019-11-02,21900079,2019-10-30,2019-11-01
56480,Indiana Pacers,2019-11-01,21900070,2019-10-29,2019-10-31
56481,Chicago Bulls,2019-11-01,21900073,2019-10-29,2019-10-31
56482,Detroit Pistons,2019-11-01,21900073,2019-10-29,2019-10-31
56483,Boston Celtics,2019-11-01,21900072,2019-10-29,2019-10-31
56484,Orlando Magic,2019-11-01,21900071,2019-10-29,2019-10-31
56485,Golden State Warriors,2019-11-01,21900076,2019-10-29,2019-10-31
56486,Milwaukee Bucks,2019-11-01,21900071,2019-10-29,2019-10-31
56487,Houston Rockets,2019-11-01,21900069,2019-10-29,2019-10-31
56488,Utah Jazz,2019-11-01,21900075,2019-10-29,2019-10-31
56489,Brooklyn Nets,2019-11-01,21900069,2019-10-29,2019-10-31
56490,Los Angeles Lakers,2019-11-01,21900074,2019-10-29,2019-10-31
56491,Dallas Mavericks,2019-11-01,21900074,2019-10-29,2019-10-31
56492,Cleveland Cavaliers,2019-11-01,21900070,2019-10-29,2019-10-31
56493,Sacramento Kings,2019-11-01,21900075,2019-10-29,2019-10-31
56494,New York Knicks,2019-11-01,21900072,2019-10-29,2019-10-31
56495,San Antonio Spurs,2019-11-01,21900076,2019-10-29,2019-10-31
56496,Denver Nuggets,2019-10-31,21900067,2019-10-28,2019-10-30
56497,Miami Heat,2019-10-31,21900066,2019-10-28,2019-10-30
56498,San Antonio Spurs,2019-10-31,21900068,2019-10-28,2019-10-30
56499,LA Clippers,2019-10-31,21900068,2019-10-28,2019-10-30
56500,Atlanta Hawks,2019-10-31,21900066,2019-10-28,2019-10-30
56501,New Orleans Pelicans,2019-10-31,21900067,2019-10-28,2019-10-30
56502,Oklahoma City Thunder,2019-10-30,21900062,2019-10-27,2019-10-29
56503,Detroit Pistons,2019-10-30,21900060,2019-10-27,2019-10-29
56504,Golden State Warriors,2019-10-30,21900065,2019-10-27,2019-10-29
56505,LA Clippers,2019-10-30,21900063,2019-10-27,2019-10-29
56506,Houston Rockets,2019-10-30,21900061,2019-10-27,2019-10-29
56507,Washington Wizards,2019-10-30,21900061,2019-10-27,2019-10-29
56508,Chicago Bulls,2019-10-30,21900055,2019-10-27,2019-10-29
56509,New York Knicks,2019-10-30,21900056,2019-10-27,2019-10-29
56510,Utah Jazz,2019-10-30,21900063,2019-10-27,2019-10-29
56511,Orlando Magic,2019-10-30,21900056,2019-10-27,2019-10-29
56512,Toronto Raptors,2019-10-30,21900060,2019-10-27,2019-10-29
56513,Phoenix Suns,2019-10-30,21900065,2019-10-27,2019-10-29
56514,Philadelphia 76ers,2019-10-30,21900057,2019-10-27,2019-10-29
56515,Indiana Pacers,2019-10-30,21900059,2019-10-27,2019-10-29
56516,Milwaukee Bucks,2019-10-30,21900058,2019-10-27,2019-10-29
56517,Boston Celtics,2019-10-30,21900058,2019-10-27,2019-10-29
56518,Minnesota Timberwolves,2019-10-30,21900057,2019-10-27,2019-10-29
56519,Portland Trail Blazers,2019-10-30,21900062,2019-10-27,2019-10-29
56520,Brooklyn Nets,2019-10-30,21900059,2019-10-27,2019-10-29
56521,Sacramento Kings,2019-10-30,21900064,2019-10-27,2019-10-29
56522,Cleveland Cavaliers,2019-10-30,21900055,2019-10-27,2019-10-29
56523,Charlotte Hornets,2019-10-30,21900064,2019-10-27,2019-10-29
56524,Memphis Grizzlies,2019-10-29,21900054,2019-10-26,2019-10-28
56525,Dallas Mavericks,2019-10-29,21900053,2019-10-26,2019-10-28
56526,Miami Heat,2019-10-29,21900052,2019-10-26,2019-10-28
56527,Denver Nuggets,2019-10-29,21900053,2019-10-26,2019-10-28
56528,Atlanta Hawks,2019-10-29,21900052,2019-10-26,2019-10-28
56529,Los Angeles Lakers,2019-10-29,21900054,2019-10-26,2019-10-28
56530,Phoenix Suns,2019-10-28,21900049,2019-10-25,2019-10-27
56531,Detroit Pistons,2019-10-28,21900041,2019-10-25,2019-10-27
56532,Denver Nuggets,2019-10-28,21900050,2019-10-25,2019-10-27
56533,Philadelphia 76ers,2019-10-28,21900043,2019-10-25,2019-10-27
56534,LA Clippers,2019-10-28,21900051,2019-10-25,2019-10-27
56535,Golden State Warriors,2019-10-28,21900047,2019-10-25,2019-10-27
56536,New York Knicks,2019-10-28,21900042,2019-10-25,2019-10-27
56537,Cleveland Cavaliers,2019-10-28,21900046,2019-10-25,2019-10-27
56538,Indiana Pacers,2019-10-28,21900041,2019-10-25,2019-10-27
56539,Sacramento Kings,2019-10-28,21900050,2019-10-25,2019-10-27
56540,Houston Rockets,2019-10-28,21900045,2019-10-25,2019-10-27
56541,New Orleans Pelicans,2019-10-28,21900047,2019-10-25,2019-10-27
56542,Charlotte Hornets,2019-10-28,21900051,2019-10-25,2019-10-27
56543,San Antonio Spurs,2019-10-28,21900048,2019-10-25,2019-10-27
56544,Oklahoma City Thunder,2019-10-28,21900045,2019-10-25,2019-10-27
56545,Chicago Bulls,2019-10-28,21900042,2019-10-25,2019-10-27
56546,Toronto Raptors,2019-10-28,21900044,2019-10-25,2019-10-27
56547,Portland Trail Blazers,2019-10-28,21900048,2019-10-25,2019-10-27
56548,Orlando Magic,2019-10-28,21900044,2019-10-25,2019-10-27
56549,Milwaukee Bucks,2019-10-28,21900046,2019-10-25,2019-10-27
56550,Utah Jazz,2019-10-28,21900049,2019-10-25,2019-10-27
56551,Atlanta Hawks,2019-10-28,21900043,2019-10-25,2019-10-27
56552,Golden State Warriors,2019-10-27,21900036,2019-10-24,2019-10-26
56553,Los Angeles Lakers,2019-10-27,21900040,2019-10-24,2019-10-26
56554,Portland Trail Blazers,2019-10-27,21900038,2019-10-24,2019-10-26
56555,Charlotte Hornets,2019-10-27,21900040,2019-10-24,2019-10-26
56556,Dallas Mavericks,2019-10-27,21900038,2019-10-24,2019-10-26
56557,Oklahoma City Thunder,2019-10-27,21900036,2019-10-24,2019-10-26
56558,Brooklyn Nets,2019-10-27,21900037,2019-10-24,2019-10-26
56559,Minnesota Timberwolves,2019-10-27,21900039,2019-10-24,2019-10-26
56560,Miami Heat,2019-10-27,21900039,2019-10-24,2019-10-26
56561,Memphis Grizzlies,2019-10-27,21900037,2019-10-24,2019-10-26
56562,Philadelphia 76ers,2019-10-26,21900027,2019-10-23,2019-10-25
56563,Washington Wizards,2019-10-26,21900033,2019-10-23,2019-10-25
56564,New Orleans Pelicans,2019-10-26,21900032,2019-10-23,2019-10-25
56565,Phoenix Suns,2019-10-26,21900035,2019-10-23,2019-10-25
56566,Indiana Pacers,2019-10-26,21900030,2019-10-23,2019-10-25
56567,Houston Rockets,2019-10-26,21900032,2019-10-23,2019-10-25
56568,Chicago Bulls,2019-10-26,21900031,2019-10-23,2019-10-25
56569,Sacramento Kings,2019-10-26,21900034,2019-10-23,2019-10-25
56570,Miami Heat,2019-10-26,21900026,2019-10-23,2019-10-25
56571,Orlando Magic,2019-10-26,21900028,2019-10-23,2019-10-25
56572,New York Knicks,2019-10-26,21900029,2019-10-23,2019-10-25
56573,Milwaukee Bucks,2019-10-26,21900026,2019-10-23,2019-10-25
56574,Boston Celtics,2019-10-26,21900029,2019-10-23,2019-10-25
56575,Toronto Raptors,2019-10-26,21900031,2019-10-23,2019-10-25
56576,Utah Jazz,2019-10-26,21900034,2019-10-23,2019-10-25
56577,Atlanta Hawks,2019-10-26,21900028,2019-10-23,2019-10-25
56578,San Antonio Spurs,2019-10-26,21900033,2019-10-23,2019-10-25
56579,Detroit Pistons,2019-10-26,21900027,2019-10-23,2019-10-25
56580,LA Clippers,2019-10-26,21900035,2019-10-23,2019-10-25
56581,Cleveland Cavaliers,2019-10-26,21900030,2019-10-23,2019-10-25
56582,Los Angeles Lakers,2019-10-25,21900025,2019-10-22,2019-10-24
56583,Phoenix Suns,2019-10-25,21900023,2019-10-22,2019-10-24
56584,Washington Wizards,2019-10-25,21900022,2019-10-22,2019-10-24
56585,Boston Celtics,2019-10-25,21900017,2019-10-22,2019-10-24
56586,Oklahoma City Thunder,2019-10-25,21900022,2019-10-22,2019-10-24
56587,Sacramento Kings,2019-10-25,21900024,2019-10-22,2019-10-24
56588,New York Knicks,2019-10-25,21900019,2019-10-22,2019-10-24
56589,Charlotte Hornets,2019-10-25,21900018,2019-10-22,2019-10-24
56590,Minnesota Timberwolves,2019-10-25,21900018,2019-10-22,2019-10-24
56591,Toronto Raptors,2019-10-25,21900017,2019-10-22,2019-10-24
56592,Denver Nuggets,2019-10-25,21900023,2019-10-22,2019-10-24
56593,Dallas Mavericks,2019-10-25,21900021,2019-10-22,2019-10-24
56594,Chicago Bulls,2019-10-25,21900020,2019-10-22,2019-10-24
56595,Brooklyn Nets,2019-10-25,21900019,2019-10-22,2019-10-24
56596,Memphis Grizzlies,2019-10-25,21900020,2019-10-22,2019-10-24
56597,Utah Jazz,2019-10-25,21900025,2019-10-22,2019-10-24
56598,New Orleans Pelicans,2019-10-25,21900021,2019-10-22,2019-10-24
56599,Portland Trail Blazers,2019-10-25,21900024,2019-10-22,2019-10-24
56600,Detroit Pistons,2019-10-24,21900014,2019-10-21,2019-10-23
56601,LA Clippers,2019-10-24,21900016,2019-10-21,2019-10-23
56602,Golden State Warriors,2019-10-24,21900016,2019-10-21,2019-10-23
56603,Houston Rockets,2019-10-24,21900015,2019-10-21,2019-10-23
56604,Atlanta Hawks,2019-10-24,21900014,2019-10-21,2019-10-23
56605,Milwaukee Bucks,2019-10-24,21900015,2019-10-21,2019-10-23
56606,Denver Nuggets,2019-10-23,21900013,2019-10-20,2019-10-22
56607,Indiana Pacers,2019-10-23,21900004,2019-10-20,2019-10-22
56608,Memphis Grizzlies,2019-10-23,21900007,2019-10-20,2019-10-22
56609,Phoenix Suns,2019-10-23,21900012,2019-10-20,2019-10-22
56610,Boston Celtics,2019-10-23,21900008,2019-10-20,2019-10-22
56611,Dallas Mavericks,2019-10-23,21900009,2019-10-20,2019-10-22
56612,Washington Wizards,2019-10-23,21900009,2019-10-20,2019-10-22
56613,Oklahoma City Thunder,2019-10-23,21900011,2019-10-20,2019-10-22
56614,New York Knicks,2019-10-23,21900010,2019-10-20,2019-10-22
56615,Cleveland Cavaliers,2019-10-23,21900005,2019-10-20,2019-10-22
56616,Sacramento Kings,2019-10-23,21900012,2019-10-20,2019-10-22
56617,Minnesota Timberwolves,2019-10-23,21900006,2019-10-20,2019-10-22
56618,Portland Trail Blazers,2019-10-23,21900013,2019-10-20,2019-10-22
56619,Detroit Pistons,2019-10-23,21900004,2019-10-20,2019-10-22
56620,Charlotte Hornets,2019-10-23,21900003,2019-10-20,2019-10-22
56621,Utah Jazz,2019-10-23,21900011,2019-10-20,2019-10-22
56622,Brooklyn Nets,2019-10-23,21900006,2019-10-20,2019-10-22
56623,Philadelphia 76ers,2019-10-23,21900008,2019-10-20,2019-10-22
56624,San Antonio Spurs,2019-10-23,21900010,2019-10-20,2019-10-22
56625,Orlando Magic,2019-10-23,21900005,2019-10-20,2019-10-22
56626,Miami Heat,2019-10-23,21900007,2019-10-20,2019-10-22
56627,Chicago Bulls,2019-10-23,21900003,2019-10-20,2019-10-22
56628,New Orleans Pelicans,2019-10-22,21900001,2019-10-19,2019-10-21
56629,Los Angeles Lakers,2019-10-22,21900002,2019-10-19,2019-10-21
56630,Toronto Raptors,2019-10-22,21900001,2019-10-19,2019-10-21
56631,LA Clippers,2019-10-22,21900002,2019-10-19,2019-10-21
56632,Denver Nuggets,2021-05-16,22001076,2021-05-13,2021-05-15
56633,Dallas Mavericks,2021-05-16,22001071,2021-05-13,2021-05-15
56634,Cleveland Cavaliers,2021-05-16,22001067,2021-05-13,2021-05-15
56635,Philadelphia 76ers,2021-05-16,22001075,2021-05-13,2021-05-15
56636,Chicago Bulls,2021-05-16,22001068,2021-05-13,2021-05-15
56637,Detroit Pistons,2021-05-16,22001069,2021-05-13,2021-05-15
56638,Atlanta Hawks,2021-05-16,22001066,2021-05-13,2021-05-15
56639,Washington Wizards,2021-05-16,22001080,2021-05-13,2021-05-15
56640,Sacramento Kings,2021-05-16,22001077,2021-05-13,2021-05-15
56641,Indiana Pacers,2021-05-16,22001079,2021-05-13,2021-05-15
56642,Los Angeles Lakers,2021-05-16,22001072,2021-05-13,2021-05-15
56643,Oklahoma City Thunder,2021-05-16,22001074,2021-05-13,2021-05-15
56644,Golden State Warriors,2021-05-16,22001070,2021-05-13,2021-05-15
56645,New Orleans Pelicans,2021-05-16,22001072,2021-05-13,2021-05-15
56646,Memphis Grizzlies,2021-05-16,22001070,2021-05-13,2021-05-15
56647,Toronto Raptors,2021-05-16,22001079,2021-05-13,2021-05-15
56648,LA Clippers,2021-05-16,22001074,2021-05-13,2021-05-15
56649,Portland Trail Blazers,2021-05-16,22001076,2021-05-13,2021-05-15
56650,Charlotte Hornets,2021-05-16,22001080,2021-05-13,2021-05-15
56651,Boston Celtics,2021-05-16,22001073,2021-05-13,2021-05-15
56652,Milwaukee Bucks,2021-05-16,22001068,2021-05-13,2021-05-15
56653,Minnesota Timberwolves,2021-05-16,22001071,2021-05-13,2021-05-15
56654,Utah Jazz,2021-05-16,22001077,2021-05-13,2021-05-15
56655,Houston Rockets,2021-05-16,22001066,2021-05-13,2021-05-15
56656,San Antonio Spurs,2021-05-16,22001078,2021-05-13,2021-05-15
56657,Brooklyn Nets,2021-05-16,22001067,2021-05-13,2021-05-15
56658,Miami Heat,2021-05-16,22001069,2021-05-13,2021-05-15
56659,Phoenix Suns,2021-05-16,22001078,2021-05-13,2021-05-15
56660,New York Knicks,2021-05-16,22001073,2021-05-13,2021-05-15
56661,Orlando Magic,2021-05-16,22001075,2021-05-13,2021-05-15
56662,Indiana Pacers,2021-05-15,22001061,2021-05-12,2021-05-14
56663,Charlotte Hornets,2021-05-15,22001064,2021-05-12,2021-05-14
56664,Los Angeles Lakers,2021-05-15,22001061,2021-05-12,2021-05-14
56665,Chicago Bulls,2021-05-15,22001060,2021-05-12,2021-05-14
56666,Miami Heat,2021-05-15,22001062,2021-05-12,2021-05-14
56667,Minnesota Timberwolves,2021-05-15,22001063,2021-05-12,2021-05-14
56668,Boston Celtics,2021-05-15,22001063,2021-05-12,2021-05-14
56669,Milwaukee Bucks,2021-05-15,22001062,2021-05-12,2021-05-14
56670,San Antonio Spurs,2021-05-15,22001065,2021-05-12,2021-05-14
56671,Phoenix Suns,2021-05-15,22001065,2021-05-12,2021-05-14
56672,Brooklyn Nets,2021-05-15,22001060,2021-05-12,2021-05-14
56673,New York Knicks,2021-05-15,22001064,2021-05-12,2021-05-14
56674,Denver Nuggets,2021-05-14,22001054,2021-05-11,2021-05-13
56675,Golden State Warriors,2021-05-14,22001059,2021-05-11,2021-05-13
56676,Dallas Mavericks,2021-05-14,22001057,2021-05-11,2021-05-13
56677,Orlando Magic,2021-05-14,22001055,2021-05-11,2021-05-13
56678,Memphis Grizzlies,2021-05-14,22000263,2021-05-11,2021-05-13
56679,Sacramento Kings,2021-05-14,22000263,2021-05-11,2021-05-13
56680,LA Clippers,2021-05-14,22001058,2021-05-11,2021-05-13
56681,Detroit Pistons,2021-05-14,22001054,2021-05-11,2021-05-13
56682,Philadelphia 76ers,2021-05-14,22001055,2021-05-11,2021-05-13
56683,Toronto Raptors,2021-05-14,22001057,2021-05-11,2021-05-13
56684,Oklahoma City Thunder,2021-05-14,22001056,2021-05-11,2021-05-13
56685,Cleveland Cavaliers,2021-05-14,22000204,2021-05-11,2021-05-13
56686,Utah Jazz,2021-05-14,22001056,2021-05-11,2021-05-13
56687,Houston Rockets,2021-05-14,22001058,2021-05-11,2021-05-13
56688,Washington Wizards,2021-05-14,22000204,2021-05-11,2021-05-13
56689,New Orleans Pelicans,2021-05-14,22001059,2021-05-11,2021-05-13
56690,Milwaukee Bucks,2021-05-13,22001048,2021-05-10,2021-05-12
56691,Indiana Pacers,2021-05-13,22001048,2021-05-10,2021-05-12
56692,New York Knicks,2021-05-13,22000458,2021-05-10,2021-05-12
56693,LA Clippers,2021-05-13,22001047,2021-05-10,2021-05-12
56694,Minnesota Timberwolves,2021-05-13,22001052,2021-05-10,2021-05-12
56695,Sacramento Kings,2021-05-13,22000255,2021-05-10,2021-05-12
56696,Phoenix Suns,2021-05-13,22001053,2021-05-10,2021-05-12
56697,Portland Trail Blazers,2021-05-13,22001053,2021-05-10,2021-05-12
56698,Orlando Magic,2021-05-13,22001049,2021-05-10,2021-05-12
56699,Charlotte Hornets,2021-05-13,22001047,2021-05-10,2021-05-12
56700,Philadelphia 76ers,2021-05-13,22001050,2021-05-10,2021-05-12
56701,Miami Heat,2021-05-13,22001050,2021-05-10,2021-05-12
56702,Chicago Bulls,2021-05-13,22001051,2021-05-10,2021-05-12
56703,Toronto Raptors,2021-05-13,22001051,2021-05-10,2021-05-12
56704,Atlanta Hawks,2021-05-13,22001049,2021-05-10,2021-05-12
56705,San Antonio Spurs,2021-05-13,22000458,2021-05-10,2021-05-12
56706,Denver Nuggets,2021-05-13,22001052,2021-05-10,2021-05-12
56707,Memphis Grizzlies,2021-05-13,22000255,2021-05-10,2021-05-12
56708,Boston Celtics,2021-05-12,22001044,2021-05-09,2021-05-11
56709,Houston Rockets,2021-05-12,22001046,2021-05-09,2021-05-11
56710,Utah Jazz,2021-05-12,22001045,2021-05-09,2021-05-11
56711,Washington Wizards,2021-05-12,22001042,2021-05-09,2021-05-11
56712,Los Angeles Lakers,2021-05-12,22001046,2021-05-09,2021-05-11
56713,New Orleans Pelicans,2021-05-12,22000154,2021-05-09,2021-05-11
56714,Cleveland Cavaliers,2021-05-12,22001044,2021-05-09,2021-05-11
56715,Brooklyn Nets,2021-05-12,22001043,2021-05-09,2021-05-11
56716,Atlanta Hawks,2021-05-12,22001042,2021-05-09,2021-05-11
56717,San Antonio Spurs,2021-05-12,22001043,2021-05-09,2021-05-11
56718,Dallas Mavericks,2021-05-12,22000154,2021-05-09,2021-05-11
56719,Portland Trail Blazers,2021-05-12,22001045,2021-05-09,2021-05-11
56720,Sacramento Kings,2021-05-11,22001040,2021-05-08,2021-05-10
56721,Phoenix Suns,2021-05-11,22001039,2021-05-08,2021-05-10
56722,Miami Heat,2021-05-11,22001032,2021-05-08,2021-05-10
56723,LA Clippers,2021-05-11,22001034,2021-05-08,2021-05-10
56724,Toronto Raptors,2021-05-11,22001034,2021-05-08,2021-05-10
56725,New York Knicks,2021-05-11,22001041,2021-05-08,2021-05-10
56726,Detroit Pistons,2021-05-11,22001033,2021-05-08,2021-05-10
56727,Golden State Warriors,2021-05-11,22001039,2021-05-08,2021-05-10
56728,Indiana Pacers,2021-05-11,22001035,2021-05-08,2021-05-10
56729,Dallas Mavericks,2021-05-11,22001037,2021-05-08,2021-05-10
56730,Memphis Grizzlies,2021-05-11,22001037,2021-05-08,2021-05-10
56731,Charlotte Hornets,2021-05-11,22000448,2021-05-08,2021-05-10
56732,Boston Celtics,2021-05-11,22001032,2021-05-08,2021-05-10
56733,Chicago Bulls,2021-05-11,22001036,2021-05-08,2021-05-10
56734,Orlando Magic,2021-05-11,22001038,2021-05-08,2021-05-10
56735,Denver Nuggets,2021-05-11,22000448,2021-05-08,2021-05-10
56736,Oklahoma City Thunder,2021-05-11,22001040,2021-05-08,2021-05-10
56737,Brooklyn Nets,2021-05-11,22001036,2021-05-08,2021-05-10
56738,Milwaukee Bucks,2021-05-11,22001038,2021-05-08,2021-05-10
56739,Philadelphia 76ers,2021-05-11,22001035,2021-05-08,2021-05-10
56740,Minnesota Timberwolves,2021-05-11,22001033,2021-05-08,2021-05-10
56741,Los Angeles Lakers,2021-05-11,22001041,2021-05-08,2021-05-10
56742,Indiana Pacers,2021-05-10,22001027,2021-05-07,2021-05-09
56743,Utah Jazz,2021-05-10,22001030,2021-05-07,2021-05-09
56744,Portland Trail Blazers,2021-05-10,22001031,2021-05-07,2021-05-09
56745,Washington Wizards,2021-05-10,22001026,2021-05-07,2021-05-09
56746,Memphis Grizzlies,2021-05-10,22001028,2021-05-07,2021-05-09
56747,Atlanta Hawks,2021-05-10,22001026,2021-05-07,2021-05-09
56748,San Antonio Spurs,2021-05-10,22001029,2021-05-07,2021-05-09
56749,Golden State Warriors,2021-05-10,22001030,2021-05-07,2021-05-09
56750,Houston Rockets,2021-05-10,22001031,2021-05-07,2021-05-09
56751,New Orleans Pelicans,2021-05-10,22001028,2021-05-07,2021-05-09
56752,Cleveland Cavaliers,2021-05-10,22001027,2021-05-07,2021-05-09
56753,Milwaukee Bucks,2021-05-10,22001029,2021-05-07,2021-05-09
56754,Sacramento Kings,2021-05-09,22001025,2021-05-06,2021-05-08
56755,Charlotte Hornets,2021-05-09,22001020,2021-05-06,2021-05-08
56756,Detroit Pistons,2021-05-09,22001023,2021-05-06,2021-05-08
56757,LA Clippers,2021-05-09,22001019,2021-05-06,2021-05-08
56758,Orlando Magic,2021-05-09,22001022,2021-05-06,2021-05-08
56759,Oklahoma City Thunder,2021-05-09,22001025,2021-05-06,2021-05-08
56760,Phoenix Suns,2021-05-09,22001024,2021-05-06,2021-05-08
56761,Dallas Mavericks,2021-05-09,22001021,2021-05-06,2021-05-08
56762,Miami Heat,2021-05-09,22000145,2021-05-06,2021-05-08
56763,Boston Celtics,2021-05-09,22000145,2021-05-06,2021-05-08
56764,Chicago Bulls,2021-05-09,22001023,2021-05-06,2021-05-08
56765,New York Knicks,2021-05-09,22001019,2021-05-06,2021-05-08
56766,New Orleans Pelicans,2021-05-09,22001020,2021-05-06,2021-05-08
56767,Cleveland Cavaliers,2021-05-09,22001021,2021-05-06,2021-05-08
56768,Los Angeles Lakers,2021-05-09,22001024,2021-05-06,2021-05-08
56769,Minnesota Timberwolves,2021-05-09,22001022,2021-05-06,2021-05-08
56770,Golden State Warriors,2021-05-08,22001017,2021-05-05,2021-05-07
56771,Washington Wizards,2021-05-08,22001012,2021-05-05,2021-05-07
56772,Toronto Raptors,2021-05-08,22001014,2021-05-05,2021-05-07
56773,Philadelphia 76ers,2021-05-08,22001013,2021-05-05,2021-05-07
56774,Houston Rockets,2021-05-08,22001016,2021-05-05,2021-05-07
56775,Indiana Pacers,2021-05-08,22001012,2021-05-05,2021-05-07
56776,Portland Trail Blazers,2021-05-08,22001018,2021-05-05,2021-05-07
56777,Utah Jazz,2021-05-08,22001016,2021-05-05,2021-05-07
56778,San Antonio Spurs,2021-05-08,22001018,2021-05-05,2021-05-07
56779,Brooklyn Nets,2021-05-08,22001015,2021-05-05,2021-05-07
56780,Memphis Grizzlies,2021-05-08,22001014,2021-05-05,2021-05-07
56781,Oklahoma City Thunder,2021-05-08,22001017,2021-05-05,2021-05-07
56782,Detroit Pistons,2021-05-08,22001013,2021-05-05,2021-05-07
56783,Denver Nuggets,2021-05-08,22001015,2021-05-05,2021-05-07
56784,Miami Heat,2021-05-07,22001005,2021-05-04,2021-05-06
56785,Los Angeles Lakers,2021-05-07,22001010,2021-05-04,2021-05-06
56786,San Antonio Spurs,2021-05-07,22001011,2021-05-04,2021-05-06
56787,Utah Jazz,2021-05-07,22001008,2021-05-04,2021-05-06
56788,Phoenix Suns,2021-05-07,22001009,2021-05-04,2021-05-06
56789,Orlando Magic,2021-05-07,22001004,2021-05-04,2021-05-06
56790,Philadelphia 76ers,2021-05-07,22001003,2021-05-04,2021-05-06
56791,Boston Celtics,2021-05-07,22000160,2021-05-04,2021-05-06
56792,Minnesota Timberwolves,2021-05-07,22001005,2021-05-04,2021-05-06
56793,Milwaukee Bucks,2021-05-07,22001006,2021-05-04,2021-05-06
56794,Sacramento Kings,2021-05-07,22001011,2021-05-04,2021-05-06
56795,Portland Trail Blazers,2021-05-07,22001010,2021-05-04,2021-05-06
56796,Cleveland Cavaliers,2021-05-07,22001007,2021-05-04,2021-05-06
56797,New Orleans Pelicans,2021-05-07,22001003,2021-05-04,2021-05-06
56798,Chicago Bulls,2021-05-07,22000160,2021-05-04,2021-05-06
56799,Dallas Mavericks,2021-05-07,22001007,2021-05-04,2021-05-06
56800,Houston Rockets,2021-05-07,22001006,2021-05-04,2021-05-06
56801,Charlotte Hornets,2021-05-07,22001004,2021-05-04,2021-05-06
56802,Denver Nuggets,2021-05-07,22001008,2021-05-04,2021-05-06
56803,New York Knicks,2021-05-07,22001009,2021-05-04,2021-05-06
56804,Dallas Mavericks,2021-05-06,22000998,2021-05-03,2021-05-05
56805,Los Angeles Lakers,2021-05-06,22001002,2021-05-03,2021-05-05
56806,Memphis Grizzlies,2021-05-06,22000999,2021-05-03,2021-05-05
56807,Indiana Pacers,2021-05-06,22001000,2021-05-03,2021-05-05
56808,Charlotte Hornets,2021-05-06,22000434,2021-05-03,2021-05-05
56809,LA Clippers,2021-05-06,22001002,2021-05-03,2021-05-05
56810,Oklahoma City Thunder,2021-05-06,22001001,2021-05-03,2021-05-05
56811,Brooklyn Nets,2021-05-06,22000998,2021-05-03,2021-05-05
56812,Toronto Raptors,2021-05-06,22000997,2021-05-03,2021-05-05
56813,Atlanta Hawks,2021-05-06,22001000,2021-05-03,2021-05-05
56814,Detroit Pistons,2021-05-06,22000999,2021-05-03,2021-05-05
